Term code,Term,Course number,Course title,Course section number,Instruction mode,Total enrollment
1066,Summer 2006,STEL97614,Stellar Evolution,STEL97614_1,Blended (Online & In-Person),46
1066,Summer 2006,STEL97614,Stellar Evolution,STEL97614_2,Online,1
1066,Summer 2006,STEL97614,Stellar Evolution,STEL97614_3,In-Person,117
1068,Fall 2006,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1074,Spring 2007,STEL97614,Stellar Evolution,STEL97614_1,In-Person,32
1074,Spring 2007,STEL97614,Stellar Evolution,STEL97614_2,In-Person,9
1074,Spring 2007,STEL97614,Stellar Evolution,STEL97614_3,Blended (Online & In-Person),9
1076,Summer 2007,STEL97614,Stellar Evolution,STEL97614_1,Online,1
1078,Fall 2007,STEL97614,Stellar Evolution,STEL97614_1,In-Person,39
1078,Fall 2007,STEL97614,Stellar Evolution,STEL97614_2,In-Person,10
1078,Fall 2007,STEL97614,Stellar Evolution,STEL97614_3,Online,1
1082,Jan-08,STEL97614,Stellar Evolution,STEL97614_1,In-Person,139
1082,Jan-08,STEL97614,Stellar Evolution,STEL97614_2,Online,98
1084,Spring 2008,STEL97614,Stellar Evolution,STEL97614_1,In-Person,42
1084,Spring 2008,STEL97614,Stellar Evolution,STEL97614_2,Blended (Online & In-Person),130
1084,Spring 2008,STEL97614,Stellar Evolution,STEL97614_3,In-Person,118
1086,Summer 2008,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1088,Fall 2008,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1092,Jan-09,STEL97614,Stellar Evolution,STEL97614_1,Online,91
1092,Jan-09,STEL97614,Stellar Evolution,STEL97614_2,In-Person,34
1094,Spring 2009,STEL97614,Stellar Evolution,STEL97614_1,Blended (Online & In-Person),29
1094,Spring 2009,STEL97614,Stellar Evolution,STEL97614_2,Online,13
1096,Summer 2009,STEL97614,Stellar Evolution,STEL97614_1,In-Person,49
1096,Summer 2009,STEL97614,Stellar Evolution,STEL97614_2,In-Person,47
1096,Summer 2009,STEL97614,Stellar Evolution,STEL97614_3,In-Person,62
1098,Fall 2009,STEL97614,Stellar Evolution,STEL97614_1,In-Person,156
1102,Jan-10,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1104,Spring 2010,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1106,Summer 2010,STEL97614,Stellar Evolution,STEL97614_1,Online,12
1106,Summer 2010,STEL97614,Stellar Evolution,STEL97614_2,In-Person,24
1108,Fall 2010,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1112,Jan-11,STEL97614,Stellar Evolution,STEL97614_1,Online,81
1112,Jan-11,STEL97614,Stellar Evolution,STEL97614_2,In-Person,1
1112,Jan-11,STEL97614,Stellar Evolution,STEL97614_3,Online,70
1114,Spring 2011,STEL97614,Stellar Evolution,STEL97614_1,Online,166
1116,Summer 2011,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1118,Fall 2011,STEL97614,Stellar Evolution,STEL97614_1,In-Person,148
1122,Jan-12,STEL97614,Stellar Evolution,STEL97614_1,In-Person,207
1122,Jan-12,STEL97614,Stellar Evolution,STEL97614_2,Online,1
1124,Spring 2012,STEL97614,Stellar Evolution,STEL97614_1,In-Person,96
1124,Spring 2012,STEL97614,Stellar Evolution,STEL97614_2,In-Person,84
1124,Spring 2012,STEL97614,Stellar Evolution,STEL97614_3,In-Person,100
1126,Summer 2012,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1128,Fall 2012,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1128,Fall 2012,STEL97614,Stellar Evolution,STEL97614_2,Online,83
1128,Fall 2012,STEL97614,Stellar Evolution,STEL97614_3,In-Person,43
1132,Jan-13,STEL97614,Stellar Evolution,STEL97614_1,In-Person,108
1132,Jan-13,STEL97614,Stellar Evolution,STEL97614_2,Online,136
1134,Spring 2013,STEL97614,Stellar Evolution,STEL97614_1,In-Person,32
1134,Spring 2013,STEL97614,Stellar Evolution,STEL97614_2,In-Person,78
1136,Summer 2013,STEL97614,Stellar Evolution,STEL97614_1,Online Hybrid,1
1136,Summer 2013,STEL97614,Stellar Evolution,STEL97614_2,Online,201
1136,Summer 2013,STEL97614,Stellar Evolution,STEL97614_3,In-Person,1
1138,Fall 2013,STEL97614,Stellar Evolution,STEL97614_1,Blended (Online & In-Person),1
1138,Fall 2013,STEL97614,Stellar Evolution,STEL97614_2,In-Person,39
1142,Jan-14,STEL97614,Stellar Evolution,STEL97614_1,In-Person,61
1142,Jan-14,STEL97614,Stellar Evolution,STEL97614_2,In-Person,145
1144,Spring 2014,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1144,Spring 2014,STEL97614,Stellar Evolution,STEL97614_2,Online Hybrid,18
1144,Spring 2014,STEL97614,Stellar Evolution,STEL97614_3,In-Person,125
1146,Summer 2014,STEL97614,Stellar Evolution,STEL97614_1,In-Person,101
1148,Fall 2014,STEL97614,Stellar Evolution,STEL97614_1,In-Person,61
1148,Fall 2014,STEL97614,Stellar Evolution,STEL97614_2,In-Person,133
1152,Jan-15,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1152,Jan-15,STEL97614,Stellar Evolution,STEL97614_2,In-Person,1
1154,Spring 2015,STEL97614,Stellar Evolution,STEL97614_1,Online Hybrid,59
1154,Spring 2015,STEL97614,Stellar Evolution,STEL97614_2,In-Person,77
1154,Spring 2015,STEL97614,Stellar Evolution,STEL97614_3,Blended (Online & In-Person),10
1156,Summer 2015,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1156,Summer 2015,STEL97614,Stellar Evolution,STEL97614_2,In-Person,1
1156,Summer 2015,STEL97614,Stellar Evolution,STEL97614_3,In-Person,11
1158,Fall 2015,STEL97614,Stellar Evolution,STEL97614_1,Online,9
1162,Jan-16,STEL97614,Stellar Evolution,STEL97614_1,In-Person,27
1162,Jan-16,STEL97614,Stellar Evolution,STEL97614_2,In-Person,1
1164,Spring 2016,STEL97614,Stellar Evolution,STEL97614_1,Online Hybrid,128
1164,Spring 2016,STEL97614,Stellar Evolution,STEL97614_2,Online,1
1166,Summer 2016,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1166,Summer 2016,STEL97614,Stellar Evolution,STEL97614_2,In-Person,66
1168,Fall 2016,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1172,Jan-17,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1172,Jan-17,STEL97614,Stellar Evolution,STEL97614_2,Online,13
1172,Jan-17,STEL97614,Stellar Evolution,STEL97614_3,In-Person,173
1174,Spring 2017,STEL97614,Stellar Evolution,STEL97614_1,In-Person,78
1174,Spring 2017,STEL97614,Stellar Evolution,STEL97614_2,In-Person,15
1174,Spring 2017,STEL97614,Stellar Evolution,STEL97614_3,In-Person,17
1176,Summer 2017,STEL97614,Stellar Evolution,STEL97614_1,In-Person,4
1176,Summer 2017,STEL97614,Stellar Evolution,STEL97614_2,In-Person,37
1178,Fall 2017,STEL97614,Stellar Evolution,STEL97614_1,In-Person,48
1178,Fall 2017,STEL97614,Stellar Evolution,STEL97614_2,Online,95
1182,Jan-18,STEL97614,Stellar Evolution,STEL97614_1,In-Person,60
1182,Jan-18,STEL97614,Stellar Evolution,STEL97614_2,In-Person,75
1182,Jan-18,STEL97614,Stellar Evolution,STEL97614_3,In-Person,1
1184,Spring 2018,STEL97614,Stellar Evolution,STEL97614_1,In-Person,144
1184,Spring 2018,STEL97614,Stellar Evolution,STEL97614_2,In-Person,145
1184,Spring 2018,STEL97614,Stellar Evolution,STEL97614_3,Online,20
1186,Summer 2018,STEL97614,Stellar Evolution,STEL97614_1,Online Hybrid,31
1188,Fall 2018,STEL97614,Stellar Evolution,STEL97614_1,Blended (Online & In-Person),2
1192,Jan-19,STEL97614,Stellar Evolution,STEL97614_1,Online,1
1192,Jan-19,STEL97614,Stellar Evolution,STEL97614_2,In-Person,1
1192,Jan-19,STEL97614,Stellar Evolution,STEL97614_3,In-Person,109
1194,Spring 2019,STEL97614,Stellar Evolution,STEL97614_1,Online,51
1194,Spring 2019,STEL97614,Stellar Evolution,STEL97614_2,In-Person,1
1196,Summer 2019,STEL97614,Stellar Evolution,STEL97614_1,Online,134
1198,Fall 2019,STEL97614,Stellar Evolution,STEL97614_1,In-Person,16
1198,Fall 2019,STEL97614,Stellar Evolution,STEL97614_2,In-Person,1
1202,Jan-20,STEL97614,Stellar Evolution,STEL97614_1,Online,1
1202,Jan-20,STEL97614,Stellar Evolution,STEL97614_2,Blended (Online & In-Person),1
1202,Jan-20,STEL97614,Stellar Evolution,STEL97614_3,In-Person,14
1204,Spring 2020,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1204,Spring 2020,STEL97614,Stellar Evolution,STEL97614_2,In-Person,1
1206,Summer 2020,STEL97614,Stellar Evolution,STEL97614_1,Independent Studies,1
1206,Summer 2020,STEL97614,Stellar Evolution,STEL97614_2,Online,96
1208,Fall 2020,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1208,Fall 2020,STEL97614,Stellar Evolution,STEL97614_2,In-Person,1
1212,Jan-21,STEL97614,Stellar Evolution,STEL97614_1,In-Person,101
1212,Jan-21,STEL97614,Stellar Evolution,STEL97614_2,In-Person,1
1214,Spring 2021,STEL97614,Stellar Evolution,STEL97614_1,In-Person,29
1214,Spring 2021,STEL97614,Stellar Evolution,STEL97614_2,Online Hybrid,9
1216,Summer 2021,STEL97614,Stellar Evolution,STEL97614_1,Independent Studies,154
1216,Summer 2021,STEL97614,Stellar Evolution,STEL97614_2,In-Person,43
1216,Summer 2021,STEL97614,Stellar Evolution,STEL97614_3,In-Person,1
1218,Fall 2021,STEL97614,Stellar Evolution,STEL97614_1,In-Person,21
1218,Fall 2021,STEL97614,Stellar Evolution,STEL97614_2,In-Person,1
1218,Fall 2021,STEL97614,Stellar Evolution,STEL97614_3,In-Person,134
1222,Jan-22,STEL97614,Stellar Evolution,STEL97614_1,In-Person,67
1224,Spring 2022,STEL97614,Stellar Evolution,STEL97614_1,Online,1
1224,Spring 2022,STEL97614,Stellar Evolution,STEL97614_2,In-Person,3
1224,Spring 2022,STEL97614,Stellar Evolution,STEL97614_3,In-Person,62
1226,Summer 2022,STEL97614,Stellar Evolution,STEL97614_1,In-Person,54
1228,Fall 2022,STEL97614,Stellar Evolution,STEL97614_1,In-Person,1
1232,Jan-23,STEL97614,Stellar Evolution,STEL97614_1,In-Person,95
1232,Jan-23,STEL97614,Stellar Evolution,STEL97614_2,In-Person,14
1234,Spring 2023,STEL97614,Stellar Evolution,STEL97614_1,Online,30
904,Spring 1990,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,115
904,Spring 1990,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
906,Summer 1990,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,92
906,Summer 1990,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,108
906,Summer 1990,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,1
908,Fall 1990,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,37
914,Spring 1991,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,62
914,Spring 1991,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
916,Summer 1991,QUAN26259,Quantum Mechanics,QUAN26259_1,Blended (Online & In-Person),72
916,Summer 1991,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,85
918,Fall 1991,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
924,Spring 1992,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
926,Summer 1992,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,61
928,Fall 1992,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
928,Fall 1992,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
934,Spring 1993,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,130
936,Summer 1993,QUAN26259,Quantum Mechanics,QUAN26259_1,Blended (Online & In-Person),65
936,Summer 1993,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,67
936,Summer 1993,QUAN26259,Quantum Mechanics,QUAN26259_3,Independent Studies,1
938,Fall 1993,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
938,Fall 1993,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
944,Spring 1994,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,1
944,Spring 1994,QUAN26259,Quantum Mechanics,QUAN26259_2,Online,61
946,Summer 1994,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
948,Fall 1994,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,71
948,Fall 1994,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,73
954,Spring 1995,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
956,Summer 1995,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,207
958,Fall 1995,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,1
958,Fall 1995,QUAN26259,Quantum Mechanics,QUAN26259_2,Online,1
958,Fall 1995,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,75
964,Spring 1996,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
964,Spring 1996,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
964,Spring 1996,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,65
966,Summer 1996,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
968,Fall 1996,QUAN26259,Quantum Mechanics,QUAN26259_1,Blended (Online & In-Person),45
968,Fall 1996,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
974,Spring 1997,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,74
974,Spring 1997,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,39
974,Spring 1997,QUAN26259,Quantum Mechanics,QUAN26259_3,Online,151
976,Summer 1997,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
976,Summer 1997,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,33
978,Fall 1997,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
978,Fall 1997,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
978,Fall 1997,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,121
984,Spring 1998,QUAN26259,Quantum Mechanics,QUAN26259_1,Blended (Online & In-Person),45
984,Spring 1998,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,94
984,Spring 1998,QUAN26259,Quantum Mechanics,QUAN26259_3,Online,1
986,Summer 1998,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
986,Summer 1998,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
986,Summer 1998,QUAN26259,Quantum Mechanics,QUAN26259_3,Online,3
988,Fall 1998,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,1
994,Spring 1999,QUAN26259,Quantum Mechanics,QUAN26259_1,Independent Studies,1
994,Spring 1999,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
994,Spring 1999,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,28
996,Summer 1999,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,48
998,Fall 1999,QUAN26259,Quantum Mechanics,QUAN26259_1,Blended (Online & In-Person),5
1004,Spring 2000,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,24
1004,Spring 2000,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1004,Spring 2000,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,1
1006,Summer 2000,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,55
1006,Summer 2000,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,32
1008,Fall 2000,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1014,Spring 2001,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,4
1014,Spring 2001,QUAN26259,Quantum Mechanics,QUAN26259_2,Blended (Online & In-Person),84
1014,Spring 2001,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,11
1016,Summer 2001,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,40
1018,Fall 2001,QUAN26259,Quantum Mechanics,QUAN26259_1,Independent Studies,190
1024,Spring 2002,QUAN26259,Quantum Mechanics,QUAN26259_1,Online Hybrid,47
1024,Spring 2002,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1026,Summer 2002,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,10
1026,Summer 2002,QUAN26259,Quantum Mechanics,QUAN26259_2,Independent Studies,101
1028,Fall 2002,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1028,Fall 2002,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,76
1028,Fall 2002,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,1
1034,Spring 2003,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1034,Spring 2003,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,85
1036,Summer 2003,QUAN26259,Quantum Mechanics,QUAN26259_1,Blended (Online & In-Person),81
1036,Summer 2003,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,70
1036,Summer 2003,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,81
1038,Fall 2003,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,80
1038,Fall 2003,QUAN26259,Quantum Mechanics,QUAN26259_2,Online,68
1038,Fall 2003,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,30
1044,Spring 2004,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,105
1046,Summer 2004,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1046,Summer 2004,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,4
1048,Fall 2004,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1048,Fall 2004,QUAN26259,Quantum Mechanics,QUAN26259_2,Online,1
1048,Fall 2004,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,95
1054,Spring 2005,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1054,Spring 2005,QUAN26259,Quantum Mechanics,QUAN26259_2,Online,1
1054,Spring 2005,QUAN26259,Quantum Mechanics,QUAN26259_3,Online,174
1056,Summer 2005,QUAN26259,Quantum Mechanics,QUAN26259_1,Blended (Online & In-Person),1
1056,Summer 2005,QUAN26259,Quantum Mechanics,QUAN26259_2,Blended (Online & In-Person),1
1056,Summer 2005,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,233
1058,Fall 2005,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,132
1064,Spring 2006,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,1
1064,Spring 2006,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1066,Summer 2006,QUAN26259,Quantum Mechanics,QUAN26259_1,Online Hybrid,8
1066,Summer 2006,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,56
1068,Fall 2006,QUAN26259,Quantum Mechanics,QUAN26259_1,Blended (Online & In-Person),223
1068,Fall 2006,QUAN26259,Quantum Mechanics,QUAN26259_2,Online Hybrid,1
1068,Fall 2006,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,1
1074,Spring 2007,QUAN26259,Quantum Mechanics,QUAN26259_1,Online Hybrid,69
1076,Summer 2007,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,134
1076,Summer 2007,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,84
1076,Summer 2007,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,84
1078,Fall 2007,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1078,Fall 2007,QUAN26259,Quantum Mechanics,QUAN26259_2,Blended (Online & In-Person),1
1082,Jan-08,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,19
1084,Spring 2008,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1086,Summer 2008,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1088,Fall 2008,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,189
1088,Fall 2008,QUAN26259,Quantum Mechanics,QUAN26259_2,Online,133
1092,Jan-09,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1094,Spring 2009,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,62
1094,Spring 2009,QUAN26259,Quantum Mechanics,QUAN26259_2,Online Hybrid,1
1096,Summer 2009,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1096,Summer 2009,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,160
1096,Summer 2009,QUAN26259,Quantum Mechanics,QUAN26259_3,Blended (Online & In-Person),1
1098,Fall 2009,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,44
1102,Jan-10,QUAN26259,Quantum Mechanics,QUAN26259_1,Blended (Online & In-Person),4
1104,Spring 2010,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,1
1104,Spring 2010,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,5
1104,Spring 2010,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,1
1106,Summer 2010,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,113
1106,Summer 2010,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1106,Summer 2010,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,14
1108,Fall 2010,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,38
1108,Fall 2010,QUAN26259,Quantum Mechanics,QUAN26259_2,Online Hybrid,61
1108,Fall 2010,QUAN26259,Quantum Mechanics,QUAN26259_3,Online,22
1112,Jan-11,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,6
1112,Jan-11,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1112,Jan-11,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,76
1114,Spring 2011,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,2
1114,Spring 2011,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1114,Spring 2011,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,1
1116,Summer 2011,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1116,Summer 2011,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1116,Summer 2011,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,1
1118,Fall 2011,QUAN26259,Quantum Mechanics,QUAN26259_1,Independent Studies,1
1118,Fall 2011,QUAN26259,Quantum Mechanics,QUAN26259_2,Online,93
1122,Jan-12,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1122,Jan-12,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1122,Jan-12,QUAN26259,Quantum Mechanics,QUAN26259_3,Online,42
1124,Spring 2012,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1124,Spring 2012,QUAN26259,Quantum Mechanics,QUAN26259_2,Blended (Online & In-Person),1
1126,Summer 2012,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1126,Summer 2012,QUAN26259,Quantum Mechanics,QUAN26259_2,Online,119
1128,Fall 2012,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,114
1128,Fall 2012,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,79
1132,Jan-13,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,59
1132,Jan-13,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,5
1132,Jan-13,QUAN26259,Quantum Mechanics,QUAN26259_3,Independent Studies,1
1134,Spring 2013,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,10
1134,Spring 2013,QUAN26259,Quantum Mechanics,QUAN26259_2,Online,130
1136,Summer 2013,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,44
1138,Fall 2013,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,79
1138,Fall 2013,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,98
1138,Fall 2013,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,1
1142,Jan-14,QUAN26259,Quantum Mechanics,QUAN26259_1,Blended (Online & In-Person),1
1142,Jan-14,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,48
1142,Jan-14,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,98
1144,Spring 2014,QUAN26259,Quantum Mechanics,QUAN26259_1,Online Hybrid,1
1146,Summer 2014,QUAN26259,Quantum Mechanics,QUAN26259_1,Blended (Online & In-Person),13
1146,Summer 2014,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1148,Fall 2014,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,9
1152,Jan-15,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1152,Jan-15,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,124
1152,Jan-15,QUAN26259,Quantum Mechanics,QUAN26259_3,Online,1
1154,Spring 2015,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,1
1154,Spring 2015,QUAN26259,Quantum Mechanics,QUAN26259_2,Online Hybrid,80
1154,Spring 2015,QUAN26259,Quantum Mechanics,QUAN26259_3,Online,95
1156,Summer 2015,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,11
1158,Fall 2015,QUAN26259,Quantum Mechanics,QUAN26259_1,Independent Studies,83
1158,Fall 2015,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1158,Fall 2015,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,33
1162,Jan-16,QUAN26259,Quantum Mechanics,QUAN26259_1,Online Hybrid,61
1164,Spring 2016,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,39
1164,Spring 2016,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,29
1166,Summer 2016,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1168,Fall 2016,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,39
1172,Jan-17,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,1
1174,Spring 2017,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,53
1174,Spring 2017,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1176,Summer 2017,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,63
1178,Fall 2017,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,25
1182,Jan-18,QUAN26259,Quantum Mechanics,QUAN26259_1,Online,1
1184,Spring 2018,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
1184,Spring 2018,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,78
1186,Summer 2018,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,4
1186,Summer 2018,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1186,Summer 2018,QUAN26259,Quantum Mechanics,QUAN26259_3,In-Person,1
1188,Fall 2018,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,16
1188,Fall 2018,QUAN26259,Quantum Mechanics,QUAN26259_2,Blended (Online & In-Person),69
1188,Fall 2018,QUAN26259,Quantum Mechanics,QUAN26259_3,Online,89
1192,Jan-19,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,44
1194,Spring 2019,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,53
1194,Spring 2019,QUAN26259,Quantum Mechanics,QUAN26259_2,In-Person,1
1196,Summer 2019,QUAN26259,Quantum Mechanics,QUAN26259_1,In-Person,1
