Fake ID,Academic plan code,Academic plan,Degree,Career number,Admit term code,Admit term,Total transferred units,Start effective term code,Start effective term,Completion term code,End effective term code,Semesters,Degree awarded
782,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1044,Spring 2004,42,1044,Spring 2004,1072,1072,11,
782,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1088,Fall 2008,4,1088,Fall 2008,1108,1108,8,
782,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),3,1198,Fall 2019,45,1198,Fall 2019,1202,1202,1,
783,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1168,Fall 2016,29,1168,Fall 2016,1182,1182,5,AAS
783,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1048,Fall 2004,51,1048,Fall 2004,1054,1054,2,
784,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1198,Fall 2019,39,1198,Fall 2019,1202,1202,1,AA
785,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1148,Fall 2014,0,1148,Fall 2014,1162,1162,5,AAS
785,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1158,Fall 2015,7,1158,Fall 2015,1174,1174,6,AAS
785,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,1198,Fall 2019,31,1198,Fall 2019,1256,1256,23,
786,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1194,Spring 2019,0,1194,Spring 2019,1224,1224,12,
786,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1168,Fall 2016,52,1168,Fall 2016,1204,1204,14,AA
786,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1026,Summer 2002,32,1026,Summer 2002,1064,1064,15,
787,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1118,Fall 2011,42,1118,Fall 2011,1148,1148,12,BA
787,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),2,1108,Fall 2010,28,1108,Fall 2010,1162,1162,21,BS
787,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),3,1118,Fall 2011,6,1118,Fall 2011,1136,1136,7,AA
788,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,988,Fall 1998,25,988,Fall 1998,1034,1034,18,BS
788,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),2,1174,Spring 2017,24,1174,Spring 2017,1192,1192,7,
788,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,1164,Spring 2016,6,1164,Spring 2016,1188,1188,10,BA
789,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1198,Fall 2019,54,1198,Fall 2019,1202,1202,1,
789,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1108,Fall 2010,25,1108,Fall 2010,1136,1136,11,
789,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,1104,Spring 2010,41,1104,Spring 2010,1118,1118,6,
790,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1004,Spring 2000,38,1004,Spring 2000,1014,1014,4,
790,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1188,Fall 2018,8,1188,Fall 2018,1242,1242,21,
790,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1038,Fall 2003,43,1038,Fall 2003,1058,1058,8,BS
791,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1176,Summer 2017,12,1176,Summer 2017,1184,1184,3,BA
791,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,1144,Spring 2014,14,1144,Spring 2014,1202,1202,23,
792,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1178,Fall 2017,2,1178,Fall 2017,1238,1238,24,
792,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),2,1184,Spring 2018,46,1184,Spring 2018,1208,1208,10,
793,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1198,Fall 2019,13,1198,Fall 2019,1232,1232,13,
793,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1108,Fall 2010,13,1108,Fall 2010,1134,1134,10,AA
794,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1076,Summer 2007,29,1076,Summer 2007,1136,1136,24,BS
794,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1144,Spring 2014,0,1144,Spring 2014,1172,1172,11,
795,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1188,Fall 2018,44,1188,Fall 2018,1192,1192,1,
796,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1014,Spring 2001,30,1014,Spring 2001,1034,1034,8,AAS
796,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1156,Summer 2015,4,1156,Summer 2015,1194,1194,15,
797,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1174,Spring 2017,4,1174,Spring 2017,1188,1188,6,
797,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1168,Fall 2016,65,1168,Fall 2016,1172,1172,1,AA
797,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),3,994,Spring 1999,5,994,Spring 1999,1028,1028,14,AAS
798,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1124,Spring 2012,24,1124,Spring 2012,1178,1178,22,
798,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),2,1198,Fall 2019,33,1198,Fall 2019,1214,1214,6,
799,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1078,Fall 2007,39,1078,Fall 2007,1098,1098,8,AAS
799,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1074,Spring 2007,33,1074,Spring 2007,1124,1124,20,
799,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),3,1188,Fall 2018,24,1188,Fall 2018,1216,1216,11,
800,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1228,Fall 2022,13,1228,Fall 2022,1248,1248,8,AAS
800,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1148,Fall 2014,55,1148,Fall 2014,1208,1208,24,BA
800,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1146,Summer 2014,13,1146,Summer 2014,1172,1172,10,BS
801,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1126,Summer 2012,13,1126,Summer 2012,1132,1132,2,
801,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,1128,Fall 2012,6,1128,Fall 2012,1176,1176,19,
801,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),3,1188,Fall 2018,0,1188,Fall 2018,1224,1224,14,AAS
802,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1188,Fall 2018,9,1188,Fall 2018,1226,1226,15,AAS
802,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1198,Fall 2019,19,1198,Fall 2019,1234,1234,14,AAS
802,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),3,1148,Fall 2014,32,1148,Fall 2014,1198,1198,20,
803,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1174,Spring 2017,14,1174,Spring 2017,1204,1204,12,AA
803,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1198,Fall 2019,20,1198,Fall 2019,1262,1262,25,BA
804,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1098,Fall 2009,0,1098,Fall 2009,1118,1118,8,BS
804,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1068,Fall 2006,23,1068,Fall 2006,1088,1088,8,
804,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1138,Fall 2013,23,1138,Fall 2013,1152,1152,5,
805,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1146,Summer 2014,14,1146,Summer 2014,1206,1206,24,BS
805,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1168,Fall 2016,0,1168,Fall 2016,1174,1174,2,
805,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),3,1174,Spring 2017,2,1174,Spring 2017,1206,1206,13,
806,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1154,Spring 2015,33,1154,Spring 2015,1178,1178,10,
807,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1084,Spring 2008,16,1084,Spring 2008,1098,1098,6,
807,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1144,Spring 2014,3,1144,Spring 2014,1168,1168,10,
807,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),3,1194,Spring 2019,9,1194,Spring 2019,1252,1252,23,BA
808,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1168,Fall 2016,42,1168,Fall 2016,1204,1204,14,BS
808,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1194,Spring 2019,23,1194,Spring 2019,1208,1208,6,
808,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),3,1144,Spring 2014,24,1144,Spring 2014,1194,1194,20,BA
809,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1144,Spring 2014,60,1144,Spring 2014,1182,1182,15,BS
809,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),2,1208,Fall 2020,7,1208,Fall 2020,1214,1214,2,
809,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),3,1218,Fall 2021,0,1218,Fall 2021,1244,1244,10,
810,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,1124,Spring 2012,0,1124,Spring 2012,1148,1148,10,
810,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1126,Summer 2012,18,1126,Summer 2012,1146,1146,8,
810,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),3,1214,Spring 2021,28,1214,Spring 2021,1218,1218,2,
811,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1194,Spring 2019,17,1194,Spring 2019,1258,1258,26,BS
811,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1046,Summer 2004,0,1046,Summer 2004,1096,1096,20,BS
812,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1134,Spring 2013,0,1134,Spring 2013,1152,1152,7,
812,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),2,1224,Spring 2022,30,1224,Spring 2022,1238,1238,6,
812,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),3,1154,Spring 2015,8,1154,Spring 2015,1164,1164,4,BS
813,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,1218,Fall 2021,4,1218,Fall 2021,1236,1236,7,BS
813,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),2,1224,Spring 2022,0,1224,Spring 2022,1252,1252,11,
813,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),3,1026,Summer 2002,33,1026,Summer 2002,1064,1064,15,
814,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1104,Spring 2010,6,1104,Spring 2010,1108,1108,2,AAS
814,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1138,Fall 2013,9,1138,Fall 2013,1172,1172,13,
814,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,1138,Fall 2013,0,1138,Fall 2013,1184,1184,18,BA
815,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,966,Summer 1996,8,966,Summer 1996,996,996,12,AA
815,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,994,Spring 1999,0,994,Spring 1999,1006,1006,5,
816,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1114,Spring 2011,23,1114,Spring 2011,1132,1132,7,AA
816,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1148,Fall 2014,0,1148,Fall 2014,1164,1164,6,AA
817,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1178,Fall 2017,22,1178,Fall 2017,1218,1218,16,
817,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1136,Summer 2013,30,1136,Summer 2013,1198,1198,25,BS
818,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1158,Fall 2015,64,1158,Fall 2015,1182,1182,9,
818,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),2,1058,Fall 2005,45,1058,Fall 2005,1072,1072,5,BS
819,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1114,Spring 2011,14,1114,Spring 2011,1122,1122,3,AA
819,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,964,Spring 1996,19,964,Spring 1996,1026,1026,25,
820,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1206,Summer 2020,23,1206,Summer 2020,1228,1228,9,AAS
820,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1178,Fall 2017,11,1178,Fall 2017,1196,1196,7,
821,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1226,Summer 2022,0,1226,Summer 2022,1246,1246,8,AAS
822,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1086,Summer 2008,26,1086,Summer 2008,1124,1124,15,
823,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1058,Fall 2005,8,1058,Fall 2005,1086,1086,11,AA
823,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1136,Summer 2013,39,1136,Summer 2013,1152,1152,6,AA
823,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),3,1204,Spring 2020,38,1204,Spring 2020,1234,1234,12,
824,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1118,Fall 2011,0,1118,Fall 2011,1156,1156,15,AA
825,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1178,Fall 2017,39,1178,Fall 2017,1192,1192,5,
825,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),2,1044,Spring 2004,25,1044,Spring 2004,1094,1094,20,BS
825,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),3,1144,Spring 2014,44,1144,Spring 2014,1176,1176,13,
826,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1158,Fall 2015,27,1158,Fall 2015,1162,1162,1,
827,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1186,Summer 2018,49,1186,Summer 2018,1216,1216,12,
827,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1168,Fall 2016,30,1168,Fall 2016,1218,1218,20,
827,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),3,1074,Spring 2007,45,1074,Spring 2007,1096,1096,9,BS
828,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1206,Summer 2020,1,1206,Summer 2020,1234,1234,11,AAS
828,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,1148,Fall 2014,32,1148,Fall 2014,1214,1214,26,
829,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1034,Spring 2003,27,1034,Spring 2003,1042,1042,3,
830,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1116,Summer 2011,20,1116,Summer 2011,1144,1144,11,
831,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1204,Spring 2020,11,1204,Spring 2020,1232,1232,11,AA
831,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1058,Fall 2005,15,1058,Fall 2005,1074,1074,6,BA
831,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1094,Spring 2009,0,1094,Spring 2009,1104,1104,4,AAS
832,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1208,Fall 2020,23,1208,Fall 2020,1224,1224,6,
832,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1148,Fall 2014,24,1148,Fall 2014,1164,1164,6,
833,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1144,Spring 2014,0,1144,Spring 2014,1154,1154,4,AAS
833,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,986,Summer 1998,34,986,Summer 1998,1002,1002,6,
834,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1054,Spring 2005,48,1054,Spring 2005,1114,1114,24,
834,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1118,Fall 2011,34,1118,Fall 2011,1126,1126,3,
835,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1218,Fall 2021,27,1218,Fall 2021,1246,1246,11,
836,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1154,Spring 2015,5,1154,Spring 2015,1188,1188,14,BS
836,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1124,Spring 2012,0,1124,Spring 2012,1154,1154,12,AA
836,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),3,1118,Fall 2011,0,1118,Fall 2011,1134,1134,6,
837,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1118,Fall 2011,55,1118,Fall 2011,1184,1184,26,BA
837,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1134,Spring 2013,23,1134,Spring 2013,1186,1186,21,
837,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),3,1134,Spring 2013,42,1134,Spring 2013,1144,1144,4,
838,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1216,Summer 2021,0,1216,Summer 2021,1228,1228,5,
838,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1108,Fall 2010,0,1108,Fall 2010,1146,1146,15,AAS
839,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1046,Summer 2004,9,1046,Summer 2004,1098,1098,21,
840,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,1158,Fall 2015,71,1158,Fall 2015,1166,1166,3,BS
841,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1094,Spring 2009,35,1094,Spring 2009,1104,1104,4,AA
841,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,908,Fall 1990,11,908,Fall 1990,916,916,3,
841,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),3,1218,Fall 2021,18,1218,Fall 2021,1226,1226,3,BS
842,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1218,Fall 2021,45,1218,Fall 2021,1226,1226,3,
843,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1224,Spring 2022,62,1224,Spring 2022,1244,1244,8,
843,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1148,Fall 2014,14,1148,Fall 2014,1162,1162,5,
844,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1218,Fall 2021,28,1218,Fall 2021,1254,1254,14,AAS
844,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1014,Spring 2001,0,1014,Spring 2001,1044,1044,12,
844,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),3,1144,Spring 2014,28,1144,Spring 2014,1204,1204,24,
845,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1146,Summer 2014,50,1146,Summer 2014,1176,1176,12,AA
845,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),2,1148,Fall 2014,31,1148,Fall 2014,1194,1194,18,
846,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1056,Summer 2005,38,1056,Summer 2005,1064,1064,3,BA
847,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1074,Spring 2007,0,1074,Spring 2007,1082,1082,3,AAS
847,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1158,Fall 2015,3,1158,Fall 2015,1164,1164,2,
847,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),3,1128,Fall 2012,32,1128,Fall 2012,1136,1136,3,AAS
848,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1188,Fall 2018,35,1188,Fall 2018,1192,1192,1,
849,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1158,Fall 2015,0,1158,Fall 2015,1168,1168,4,
849,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1136,Summer 2013,0,1136,Summer 2013,1148,1148,5,AAS
849,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),3,1218,Fall 2021,37,1218,Fall 2021,1238,1238,8,
850,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1208,Fall 2020,32,1208,Fall 2020,1272,1272,25,
850,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),2,986,Summer 1998,39,986,Summer 1998,1042,1042,22,
850,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),3,1138,Fall 2013,26,1138,Fall 2013,1166,1166,11,
851,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1018,Fall 2001,2,1018,Fall 2001,1022,1022,1,
852,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1188,Fall 2018,32,1188,Fall 2018,1226,1226,15,
853,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1188,Fall 2018,43,1188,Fall 2018,1202,1202,5,
853,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),2,1138,Fall 2013,17,1138,Fall 2013,1144,1144,2,
853,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),3,1158,Fall 2015,43,1158,Fall 2015,1162,1162,1,BA
854,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1196,Summer 2019,27,1196,Summer 2019,1204,1204,3,BA
854,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1124,Spring 2012,3,1124,Spring 2012,1134,1134,4,
855,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1204,Spring 2020,0,1204,Spring 2020,1242,1242,15,BA
855,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1136,Summer 2013,18,1136,Summer 2013,1158,1158,9,AA
855,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),3,1218,Fall 2021,18,1218,Fall 2021,1268,1268,20,
856,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1168,Fall 2016,0,1168,Fall 2016,1212,1212,17,BS
857,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1206,Summer 2020,44,1206,Summer 2020,1208,1208,1,
857,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1218,Fall 2021,0,1218,Fall 2021,1224,1224,2,AA
858,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,944,Spring 1994,4,944,Spring 1994,946,946,1,BS
858,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1218,Fall 2021,9,1218,Fall 2021,1254,1254,14,AAS
858,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,1194,Spring 2019,14,1194,Spring 2019,1248,1248,22,
859,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,996,Summer 1999,40,996,Summer 1999,1062,1062,26,BA
859,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1124,Spring 2012,71,1124,Spring 2012,1142,1142,7,
859,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,1194,Spring 2019,30,1194,Spring 2019,1232,1232,15,
860,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1008,Fall 2000,0,1008,Fall 2000,1014,1014,2,AA
860,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1208,Fall 2020,24,1208,Fall 2020,1242,1242,13,AAS
861,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1148,Fall 2014,0,1148,Fall 2014,1158,1158,4,AAS
861,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1214,Spring 2021,17,1214,Spring 2021,1232,1232,7,AA
861,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),3,1014,Spring 2001,10,1014,Spring 2001,1054,1054,16,
862,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1228,Fall 2022,37,1228,Fall 2022,1232,1232,1,AAS
862,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1108,Fall 2010,22,1108,Fall 2010,1146,1146,15,AA
862,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),3,1138,Fall 2013,0,1138,Fall 2013,1162,1162,9,AA
863,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1194,Spring 2019,46,1194,Spring 2019,1196,1196,1,AAS
863,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1148,Fall 2014,25,1148,Fall 2014,1172,1172,9,
864,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1138,Fall 2013,31,1138,Fall 2013,1164,1164,10,
865,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,986,Summer 1998,0,986,Summer 1998,996,996,4,
