Fake ID,Term code,Term,Academic plan code,Academic plan,Term GPA,Cumulative GPA,Academic load,Attempted units,Earned units,Total cumulative units,Program status
896,1144,Spring 2014,BALGALECOY,B.A. of Galactic Economics,0,3.93,Full-time,0,0,30,Active in Program
896,1146,Summer 2014,BALGALECOY,B.A. of Galactic Economics,3.566666667,4.545454545,Full-time,12,9,33,Active in Program
896,1148,Fall 2014,BALGALECOY,B.A. of Galactic Economics,2,4.333333333,Full-time,3,3,36,Active in Program
896,1152,January 2015,BALGALECOY,B.A. of Galactic Economics,3.5,4.538461538,Full-time,9,6,39,Active in Program
896,1154,Spring 2015,BALGALECOY,B.A. of Galactic Economics,0,4.214285714,Full-time,0,0,42,Active in Program
896,1156,Summer 2015,BALGALECOY,B.A. of Galactic Economics,2.425,4.58,Full-time,12,9,45,Active in Program
896,1158,Fall 2015,BALGALECOY,B.A. of Galactic Economics,0,4.29375,Full-time,0,0,48,Active in Program
896,1162,January 2016,BALGALECOY,B.A. of Galactic Economics,3.233333333,4.611764706,Full-time,12,9,51,Active in Program
897,1028,Fall 2002,ASSROBENGD,A.A. of Robotic Engineering,0,0,Full-time,0,0,3,Active in Program
897,1032,January 2003,ASSROBENGD,A.A. of Robotic Engineering,4,4,Full-time,9,6,6,Active in Program
897,1034,Spring 2003,ASSROBENGD,A.A. of Robotic Engineering,0,2.666666667,Full-time,0,0,9,Active in Program
897,1036,Summer 2003,ASSROBENGD,A.A. of Robotic Engineering,2.6,5.25,Full-time,15,15,12,Active in Program
897,1106,Summer 2010,BALINTENSY,B.S. of Intergalactic Environmental Science,3.15,6.3,Part-time,6,6,3,Active in Program
897,1108,Fall 2010,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.15,Part-time,0,0,6,Active in Program
897,1112,January 2011,BALINTENSY,B.S. of Intergalactic Environmental Science,2.175,5,Part-time,12,9,9,Active in Program
897,1114,Spring 2011,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.75,Part-time,0,0,12,Active in Program
897,1116,Summer 2011,BALINTENSY,B.S. of Intergalactic Environmental Science,3.566666667,5.14,Full-time,12,9,15,Active in Program
897,1118,Fall 2011,BALINTENSY,B.S. of Intergalactic Environmental Science,0,4.283333333,Full-time,0,0,18,Active in Program
897,1122,January 2012,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.671428571,Full-time,0,0,21,Leave of Absence
897,1124,Spring 2012,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.2125,Full-time,0,0,24,Leave of Absence
897,1126,Summer 2012,BALINTENSY,B.S. of Intergalactic Environmental Science,2.825,4.111111111,Full-time,12,12,27,Active in Program
897,1128,Fall 2012,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.7,Full-time,3,0,30,Active in Program
897,1132,January 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,3,3.636363636,Full-time,3,3,33,Active in Program
897,1134,Spring 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.333333333,Full-time,0,0,36,Active in Program
897,1136,Summer 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,3,4,Full-time,12,12,39,Active in Program
897,1138,Fall 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.714285714,Full-time,0,0,42,Active in Program
897,1142,January 2014,BALINTENSY,B.S. of Intergalactic Environmental Science,3.5,4.4,Full-time,12,12,45,Active in Program
897,1144,Spring 2014,BALINTENSY,B.S. of Intergalactic Environmental Science,0,4.125,Full-time,0,0,48,Active in Program
897,1146,Summer 2014,BALINTENSY,B.S. of Intergalactic Environmental Science,3.075,4.605882353,Full-time,12,12,51,Active in Program
897,1132,January 2013,BALINTMEDY,B.S. of Intergalactic Medicine,2.35,4.7,Full-time,6,6,3,Active in Program
897,1134,Spring 2013,BALINTMEDY,B.S. of Intergalactic Medicine,0,2.35,Full-time,0,0,6,Active in Program
897,1136,Summer 2013,BALINTMEDY,B.S. of Intergalactic Medicine,2.333333333,3.9,Part-time,9,9,9,Active in Program
897,1138,Fall 2013,BALINTMEDY,B.S. of Intergalactic Medicine,0,2.925,Part-time,0,0,12,Active in Program
897,1142,January 2014,BALINTMEDY,B.S. of Intergalactic Medicine,4,3.94,Part-time,6,6,15,Active in Program
897,1144,Spring 2014,BALINTMEDY,B.S. of Intergalactic Medicine,0,3.283333333,Part-time,0,0,18,Active in Program
897,1146,Summer 2014,BALINTMEDY,B.S. of Intergalactic Medicine,2,3.1,Part-time,3,3,21,Active in Program
897,1148,Fall 2014,BALINTMEDY,B.S. of Intergalactic Medicine,0,2.7125,Part-time,0,0,24,Active in Program
897,1152,January 2015,BALINTMEDY,B.S. of Intergalactic Medicine,2.675,3.6,Part-time,12,12,27,Active in Program
897,1154,Spring 2015,BALINTMEDY,B.S. of Intergalactic Medicine,0,3.24,Part-time,0,0,30,Active in Program
897,1156,Summer 2015,BALINTMEDY,B.S. of Intergalactic Medicine,1.925,3.645454545,Full-time,12,9,33,Active in Program
897,1158,Fall 2015,BALINTMEDY,B.S. of Intergalactic Medicine,0,3.341666667,Full-time,0,0,36,Active in Program
897,1162,January 2016,BALINTMEDY,B.S. of Intergalactic Medicine,2.925,3.984615385,Full-time,12,12,39,Active in Program
897,1164,Spring 2016,BALINTMEDY,B.S. of Intergalactic Medicine,0,3.7,Full-time,0,0,42,Active in Program
897,1166,Summer 2016,BALINTMEDY,B.S. of Intergalactic Medicine,3.75,4.453333333,Full-time,12,12,45,Active in Program
897,1168,Fall 2016,BALINTMEDY,B.S. of Intergalactic Medicine,0,4.175,Full-time,0,0,48,Active in Program
897,1172,January 2017,BALINTMEDY,B.S. of Intergalactic Medicine,2.3,4.2,Full-time,9,6,51,Active in Program
897,1174,Spring 2017,BALINTMEDY,B.S. of Intergalactic Medicine,0,3.966666667,Full-time,0,0,54,Active in Program
897,1176,Summer 2017,BALINTMEDY,B.S. of Intergalactic Medicine,1.725,4.121052632,Full-time,12,12,57,Active in Program
898,976,Summer 1997,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,2,6,Full-time,12,6,3,Active in Program
898,978,Fall 1997,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,3,Full-time,0,0,6,Active in Program
898,982,January 1998,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,2.86,6.766666667,Full-time,15,12,9,Active in Program
898,984,Spring 1998,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,5.075,Full-time,0,0,12,Active in Program
898,986,Summer 1998,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,2.15,5.78,Full-time,12,12,15,Active in Program
898,1222,January 2022,ASSINTBUSN,A.A. of Intergalactic Business,2.3,2.3,Full-time,3,3,3,Active in Program
898,1224,Spring 2022,ASSINTBUSN,A.A. of Intergalactic Business,0,1.15,Full-time,0,0,6,Active in Program
899,1138,Fall 2013,BALINTPOCY,B.A. of Intergalactic Politics,2.85,5.7,Full-time,6,6,3,Active in Program
899,1142,January 2014,BALINTPOCY,B.A. of Intergalactic Politics,1.9,6.65,Full-time,12,9,6,Active in Program
899,1144,Spring 2014,BALINTPOCY,B.A. of Intergalactic Politics,0,4.433333333,Full-time,0,0,9,Active in Program
899,1146,Summer 2014,BALINTPOCY,B.A. of Intergalactic Politics,2.5,4.575,Part-time,6,6,12,Active in Program
899,1148,Fall 2014,BALINTPOCY,B.A. of Intergalactic Politics,0,3.66,Part-time,0,0,15,Active in Program
899,1152,January 2015,BALINTPOCY,B.A. of Intergalactic Politics,0,3.05,Part-time,0,0,18,Leave of Absence
899,1154,Spring 2015,BALINTPOCY,B.A. of Intergalactic Politics,0,2.614285714,Part-time,0,0,21,Leave of Absence
899,1156,Summer 2015,BALINTPOCY,B.A. of Intergalactic Politics,3,3.7875,Full-time,12,12,24,Active in Program
899,1158,Fall 2015,BALINTPOCY,B.A. of Intergalactic Politics,0,3.366666667,Full-time,0,0,27,Active in Program
899,1162,January 2016,BALINTPOCY,B.A. of Intergalactic Politics,2.333333333,3.73,Full-time,9,6,30,Active in Program
899,1164,Spring 2016,BALINTPOCY,B.A. of Intergalactic Politics,0,3.390909091,Full-time,0,0,33,Active in Program
899,1132,January 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,3.175,12.7,Full-time,12,12,3,Active in Program
899,1134,Spring 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,0,6.35,Full-time,0,0,6,Active in Program
899,1136,Summer 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,2.72,8.766666667,Full-time,15,15,9,Active in Program
899,1138,Fall 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,1,6.825,Full-time,3,3,12,Active in Program
899,1142,January 2014,BALINTENSY,B.S. of Intergalactic Environmental Science,0.65,5.72,Full-time,9,3,15,Active in Program
899,1144,Spring 2014,BALINTENSY,B.S. of Intergalactic Environmental Science,0,4.766666667,Full-time,0,0,18,Active in Program
899,1146,Summer 2014,BALINTENSY,B.S. of Intergalactic Environmental Science,2.325,5.414285714,Full-time,12,12,21,Active in Program
899,1148,Fall 2014,BALINTENSY,B.S. of Intergalactic Environmental Science,0,4.7375,Full-time,0,0,24,Active in Program
899,1152,January 2015,BALINTENSY,B.S. of Intergalactic Environmental Science,2.85,4.844444444,Full-time,9,6,27,Active in Program
899,1154,Spring 2015,BALINTENSY,B.S. of Intergalactic Environmental Science,0,4.36,Full-time,0,0,30,Active in Program
899,1196,Summer 2019,ASSROBENGD,A.A. of Robotic Engineering,2.9,8.7,Part-time,9,9,3,Active in Program
899,1198,Fall 2019,ASSROBENGD,A.A. of Robotic Engineering,1.35,5.7,Part-time,6,3,6,Active in Program
899,1202,January 2020,ASSROBENGD,A.A. of Robotic Engineering,2.425,7.033333333,Part-time,15,12,9,Active in Program
899,1204,Spring 2020,ASSROBENGD,A.A. of Robotic Engineering,0,5.275,Part-time,0,0,12,Active in Program
899,1206,Summer 2020,ASSROBENGD,A.A. of Robotic Engineering,2.9,5.96,Full-time,12,9,15,Active in Program
899,1208,Fall 2020,ASSROBENGD,A.A. of Robotic Engineering,0,4.966666667,Full-time,0,0,18,Active in Program
899,1212,January 2021,ASSROBENGD,A.A. of Robotic Engineering,2.15,4.871428571,Full-time,6,6,21,Active in Program
899,1214,Spring 2021,ASSROBENGD,A.A. of Robotic Engineering,0,4.2625,Full-time,0,0,24,Active in Program
899,1216,Summer 2021,ASSROBENGD,A.A. of Robotic Engineering,3,4.455555556,Part-time,6,6,27,Active in Program
899,1218,Fall 2021,ASSROBENGD,A.A. of Robotic Engineering,0,4.01,Part-time,0,0,30,Active in Program
899,1222,January 2022,ASSROBENGD,A.A. of Robotic Engineering,3.233333333,4.527272727,Part-time,9,9,33,Active in Program
900,1132,January 2013,BALQUAASTY,B.A. of Quantum Astrochemistry,2.65,5.3,Full-time,6,6,3,Active in Program
900,1134,Spring 2013,BALQUAASTY,B.A. of Quantum Astrochemistry,0,2.65,Full-time,0,0,6,Active in Program
900,1092,January 2009,ASSMULMATM,A.A.S. of Multidimensional Mathematics,3.433333333,10.3,Full-time,9,9,3,Active in Program
901,968,Fall 1996,BALINTENSY,B.S. of Intergalactic Environmental Science,3.3,3.3,Full-time,3,3,3,Active in Program
901,972,January 1997,BALINTENSY,B.S. of Intergalactic Environmental Science,2.75,7.15,Full-time,12,12,6,Active in Program
901,974,Spring 1997,BALINTENSY,B.S. of Intergalactic Environmental Science,0,4.766666667,Full-time,0,0,9,Active in Program
901,976,Summer 1997,BALINTENSY,B.S. of Intergalactic Environmental Science,2,5.075,Part-time,9,9,12,Active in Program
901,978,Fall 1997,BALINTENSY,B.S. of Intergalactic Environmental Science,0,4.06,Part-time,0,0,15,Active in Program
901,982,January 1998,BALINTENSY,B.S. of Intergalactic Environmental Science,2.15,4.1,Part-time,6,6,18,Active in Program
901,984,Spring 1998,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.514285714,Part-time,0,0,21,Active in Program
901,986,Summer 1998,BALINTENSY,B.S. of Intergalactic Environmental Science,4,4.075,Part-time,6,6,24,Active in Program
901,988,Fall 1998,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.622222222,Part-time,0,0,27,Active in Program
901,992,January 1999,BALINTENSY,B.S. of Intergalactic Environmental Science,1.233333333,3.63,Part-time,12,3,30,Active in Program
901,994,Spring 1999,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.3,Part-time,0,0,33,Active in Program
901,996,Summer 1999,BALINTENSY,B.S. of Intergalactic Environmental Science,2.425,3.833333333,Full-time,12,12,36,Active in Program
901,998,Fall 1999,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.538461538,Full-time,0,0,39,Active in Program
901,1002,January 2000,BALINTENSY,B.S. of Intergalactic Environmental Science,1.425,3.692857143,Full-time,12,6,42,Active in Program
901,1004,Spring 2000,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.446666667,Full-time,0,0,45,Active in Program
901,1006,Summer 2000,BALINTENSY,B.S. of Intergalactic Environmental Science,2.68,4.06875,Full-time,15,12,48,Active in Program
901,1008,Fall 2000,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.829411765,Full-time,0,0,51,Active in Program
901,1012,January 2001,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.616666667,Full-time,0,0,54,Leave of Absence
901,1152,January 2015,ASSINTCOMS,A.A.S. of Intergalactic Communications,3.15,12.6,Full-time,12,12,3,Active in Program
901,1142,January 2014,ASSROBENGD,A.A. of Robotic Engineering,3.325,13.3,Full-time,12,12,3,Active in Program
901,1144,Spring 2014,ASSROBENGD,A.A. of Robotic Engineering,0,6.65,Full-time,0,0,6,Active in Program
901,1146,Summer 2014,ASSROBENGD,A.A. of Robotic Engineering,2.825,8.2,Full-time,12,12,9,Active in Program
901,1148,Fall 2014,ASSROBENGD,A.A. of Robotic Engineering,3.3,6.975,Full-time,3,3,12,Active in Program
901,1152,January 2015,ASSROBENGD,A.A. of Robotic Engineering,2.325,7.44,Full-time,12,12,15,Active in Program
901,1154,Spring 2015,ASSROBENGD,A.A. of Robotic Engineering,0,6.2,Full-time,0,0,18,Active in Program
901,1156,Summer 2015,ASSROBENGD,A.A. of Robotic Engineering,3.65,6.357142857,Full-time,12,6,21,Active in Program
902,1198,Fall 2019,BALINTSECY,B.S. of Intergalactic Security,0,0,Full-time,0,0,3,Active in Program
902,1202,January 2020,BALINTSECY,B.S. of Intergalactic Security,3.325,6.65,Full-time,15,12,6,Active in Program
902,1204,Spring 2020,BALINTSECY,B.S. of Intergalactic Security,0,4.433333333,Full-time,0,0,9,Active in Program
902,1206,Summer 2020,BALINTSECY,B.S. of Intergalactic Security,2.1,5.425,Full-time,15,9,12,Active in Program
902,1208,Fall 2020,BALINTSECY,B.S. of Intergalactic Security,0,4.34,Full-time,0,0,15,Active in Program
902,1212,January 2021,BALINTSECY,B.S. of Intergalactic Security,2.925,5.566666667,Full-time,15,12,18,Active in Program
902,1214,Spring 2021,BALINTSECY,B.S. of Intergalactic Security,0,4.771428571,Full-time,0,0,21,Active in Program
902,1216,Summer 2021,BALINTSECY,B.S. of Intergalactic Security,2.433333333,5.0875,Full-time,12,9,24,Active in Program
902,1218,Fall 2021,BALINTSECY,B.S. of Intergalactic Security,0,4.522222222,Full-time,0,0,27,Active in Program
902,1222,January 2022,BALINTSECY,B.S. of Intergalactic Security,3,4.97,Full-time,12,9,30,Active in Program
902,1224,Spring 2022,BALINTSECY,B.S. of Intergalactic Security,0,4.518181818,Full-time,0,0,33,Active in Program
902,1226,Summer 2022,BALINTSECY,B.S. of Intergalactic Security,1.85,4.45,Part-time,9,3,36,Active in Program
902,936,Summer 1993,BALINTPOCY,B.A. of Intergalactic Politics,1.46,7.3,Full-time,15,9,3,Active in Program
902,938,Fall 1993,BALINTPOCY,B.A. of Intergalactic Politics,0,3.65,Full-time,0,0,6,Active in Program
902,942,January 1994,BALINTPOCY,B.A. of Intergalactic Politics,4,7.766666667,Full-time,12,12,9,Active in Program
902,944,Spring 1994,BALINTPOCY,B.A. of Intergalactic Politics,0,5.825,Full-time,0,0,12,Active in Program
902,946,Summer 1994,BALINTPOCY,B.A. of Intergalactic Politics,1.65,5.32,Part-time,9,3,15,Active in Program
902,948,Fall 1994,BALINTPOCY,B.A. of Intergalactic Politics,0,4.433333333,Part-time,0,0,18,Active in Program
902,952,January 1995,BALINTPOCY,B.A. of Intergalactic Politics,0,3.8,Part-time,3,0,21,Active in Program
902,954,Spring 1995,BALINTPOCY,B.A. of Intergalactic Politics,0,3.325,Part-time,0,0,24,Active in Program
902,956,Summer 1995,BALINTPOCY,B.A. of Intergalactic Politics,2.75,4.177777778,Full-time,12,12,27,Active in Program
902,958,Fall 1995,BALINTPOCY,B.A. of Intergalactic Politics,0,3.76,Full-time,0,0,30,Active in Program
902,962,January 1996,BALINTPOCY,B.A. of Intergalactic Politics,2.15,3.809090909,Full-time,6,6,33,Active in Program
902,964,Spring 1996,BALINTPOCY,B.A. of Intergalactic Politics,0,3.491666667,Full-time,0,0,36,Active in Program
902,966,Summer 1996,BALINTPOCY,B.A. of Intergalactic Politics,2.75,4.069230769,Full-time,15,9,39,Active in Program
902,968,Fall 1996,BALINTPOCY,B.A. of Intergalactic Politics,0,3.778571429,Full-time,0,0,42,Active in Program
902,972,January 1997,BALINTPOCY,B.A. of Intergalactic Politics,2.75,4.26,Full-time,12,12,45,Active in Program
902,974,Spring 1997,BALINTPOCY,B.A. of Intergalactic Politics,0,3.99375,Full-time,0,0,48,Active in Program
902,976,Summer 1997,BALINTPOCY,B.A. of Intergalactic Politics,2.35,4.311764706,Full-time,12,12,51,Active in Program
902,978,Fall 1997,BALINTPOCY,B.A. of Intergalactic Politics,0,4.072222222,Full-time,0,0,54,Active in Program
902,982,January 1998,BALINTPOCY,B.A. of Intergalactic Politics,2,3.963157895,Full-time,3,3,57,Active in Program
902,984,Spring 1998,BALINTPOCY,B.A. of Intergalactic Politics,0,3.765,Full-time,0,0,60,Active in Program
902,986,Summer 1998,BALINTPOCY,B.A. of Intergalactic Politics,2.675,4.095238095,Full-time,12,12,63,Active in Program
903,1096,Summer 2009,BALEXOGEOY,B.S. of Exoplanetary Geology,2.566666667,7.7,Part-time,9,9,3,Active in Program
903,1098,Fall 2009,BALEXOGEOY,B.S. of Exoplanetary Geology,0,3.85,Part-time,0,0,6,Active in Program
903,1102,January 2010,BALEXOGEOY,B.S. of Exoplanetary Geology,2.15,5.433333333,Part-time,15,9,9,Active in Program
903,1104,Spring 2010,BALEXOGEOY,B.S. of Exoplanetary Geology,0,4.075,Part-time,0,0,12,Active in Program
903,1106,Summer 2010,BALEXOGEOY,B.S. of Exoplanetary Geology,3.2,5.18,Full-time,12,9,15,Active in Program
903,1108,Fall 2010,BALEXOGEOY,B.S. of Exoplanetary Geology,0,4.316666667,Full-time,0,0,18,Active in Program
903,1202,January 2020,ASSINTLAWN,A.A. of Intergalactic Law,2.1,6.3,Full-time,12,6,3,Active in Program
903,1204,Spring 2020,ASSINTLAWN,A.A. of Intergalactic Law,0,3.15,Full-time,0,0,6,Active in Program
903,1206,Summer 2020,ASSINTLAWN,A.A. of Intergalactic Law,3.15,6.3,Full-time,12,12,9,Active in Program
903,1208,Fall 2020,ASSINTLAWN,A.A. of Intergalactic Law,1.7,5.15,Full-time,3,3,12,Active in Program
903,1212,January 2021,ASSINTLAWN,A.A. of Intergalactic Law,3.7,4.86,Full-time,3,3,15,Active in Program
903,1214,Spring 2021,ASSINTLAWN,A.A. of Intergalactic Law,0,4.05,Full-time,0,0,18,Active in Program
903,1142,January 2014,BALINTSECY,B.S. of Intergalactic Security,1,2,Full-time,6,6,3,Active in Program
903,1144,Spring 2014,BALINTSECY,B.S. of Intergalactic Security,0,1,Full-time,0,0,6,Active in Program
903,1146,Summer 2014,BALINTSECY,B.S. of Intergalactic Security,3.425,5.233333333,Full-time,12,12,9,Active in Program
903,1148,Fall 2014,BALINTSECY,B.S. of Intergalactic Security,0,3.925,Full-time,0,0,12,Active in Program
903,1152,January 2015,BALINTSECY,B.S. of Intergalactic Security,2.3,3.6,Full-time,3,3,15,Active in Program
903,1154,Spring 2015,BALINTSECY,B.S. of Intergalactic Security,0,3,Full-time,0,0,18,Active in Program
903,1156,Summer 2015,BALINTSECY,B.S. of Intergalactic Security,1.925,3.671428571,Full-time,12,9,21,Active in Program
904,1166,Summer 2016,BALINTARTY,B.A. of Intergalactic Arts and Culture,4,4,Part-time,6,3,3,Active in Program
904,1168,Fall 2016,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,2,Part-time,0,0,6,Active in Program
904,1172,January 2017,BALINTARTY,B.A. of Intergalactic Arts and Culture,3.1,4.433333333,Part-time,9,9,9,Active in Program
904,1174,Spring 2017,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.325,Part-time,0,0,12,Active in Program
904,1176,Summer 2017,BALINTARTY,B.A. of Intergalactic Arts and Culture,3.25,5.26,Full-time,12,12,15,Active in Program
904,1178,Fall 2017,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,4.383333333,Full-time,0,0,18,Active in Program
904,1182,January 2018,BALINTARTY,B.A. of Intergalactic Arts and Culture,3.433333333,5.228571429,Full-time,9,9,21,Active in Program
904,1184,Spring 2018,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,4.575,Full-time,0,0,24,Active in Program
904,1186,Summer 2018,BALINTARTY,B.A. of Intergalactic Arts and Culture,2.35,5.111111111,Full-time,12,9,27,Active in Program
904,1188,Fall 2018,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,4.6,Full-time,0,0,30,Active in Program
904,1192,January 2019,BALINTARTY,B.A. of Intergalactic Arts and Culture,1.35,4.427272727,Full-time,12,6,33,Active in Program
904,1194,Spring 2019,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,4.058333333,Full-time,0,0,36,Active in Program
904,1196,Summer 2019,BALINTARTY,B.A. of Intergalactic Arts and Culture,2.866666667,4.407692308,Part-time,9,9,39,Active in Program
904,1198,Fall 2019,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,4.092857143,Part-time,0,0,42,Active in Program
904,1202,January 2020,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.82,Part-time,0,0,45,Leave of Absence
904,1204,Spring 2020,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.58125,Part-time,0,0,48,Leave of Absence
904,1192,January 2019,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3,9,Full-time,12,9,3,Active in Program
904,1194,Spring 2019,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,4.5,Full-time,0,0,6,Active in Program
904,1196,Summer 2019,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,2.425,6.233333333,Full-time,12,12,9,Active in Program
904,1198,Fall 2019,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,4,5.675,Full-time,3,3,12,Active in Program
904,1202,January 2020,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,2.5,5.54,Full-time,6,6,15,Active in Program
904,1204,Spring 2020,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,4.616666667,Full-time,0,0,18,Active in Program
904,1206,Summer 2020,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3.25,5.814285714,Full-time,12,12,21,Active in Program
904,1208,Fall 2020,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3.5,5.9625,Full-time,6,6,24,Active in Program
904,1212,January 2021,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,5.3,Full-time,0,0,27,Leave of Absence
904,1214,Spring 2021,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3.3,5.1,Full-time,3,3,30,Active in Program
904,1216,Summer 2021,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,2.8,5.145454545,Part-time,6,6,33,Active in Program
904,1218,Fall 2021,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,4.716666667,Part-time,0,0,36,Active in Program
904,1222,January 2022,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,4.353846154,Part-time,0,0,39,Leave of Absence
904,1224,Spring 2022,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,4.042857143,Part-time,0,0,42,Leave of Absence
905,1222,January 2022,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3.15,6.3,Full-time,12,6,3,Active in Program
905,1224,Spring 2022,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,3.15,Full-time,0,0,6,Active in Program
905,1226,Summer 2022,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,2,4.1,Part-time,9,6,9,Active in Program
905,1228,Fall 2022,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,3.075,Part-time,0,0,12,Active in Program
905,1232,January 2023,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,4,3.26,Part-time,3,3,15,Active in Program
905,1202,January 2020,ASSROBENGD,A.A. of Robotic Engineering,3.3,3.3,Full-time,3,3,3,Active in Program
905,1204,Spring 2020,ASSROBENGD,A.A. of Robotic Engineering,0,1.65,Full-time,0,0,6,Active in Program
905,1206,Summer 2020,ASSROBENGD,A.A. of Robotic Engineering,3.65,3.533333333,Part-time,6,6,9,Active in Program
905,1208,Fall 2020,ASSROBENGD,A.A. of Robotic Engineering,0,2.65,Part-time,0,0,12,Active in Program
905,1212,January 2021,ASSROBENGD,A.A. of Robotic Engineering,0.85,2.46,Part-time,6,3,15,Active in Program
905,1214,Spring 2021,ASSROBENGD,A.A. of Robotic Engineering,0,2.05,Part-time,0,0,18,Active in Program
905,1216,Summer 2021,ASSROBENGD,A.A. of Robotic Engineering,3,2.614285714,Part-time,6,6,21,Active in Program
905,1218,Fall 2021,ASSROBENGD,A.A. of Robotic Engineering,0,2.2875,Part-time,0,0,24,Active in Program
905,1222,January 2022,ASSROBENGD,A.A. of Robotic Engineering,2.433333333,2.844444444,Part-time,9,6,27,Active in Program
905,1224,Spring 2022,ASSROBENGD,A.A. of Robotic Engineering,0,2.56,Part-time,0,0,30,Active in Program
905,1226,Summer 2022,ASSROBENGD,A.A. of Robotic Engineering,2.825,3.354545455,Full-time,12,9,33,Active in Program
905,1228,Fall 2022,ASSROBENGD,A.A. of Robotic Engineering,0,3.075,Full-time,6,0,36,Active in Program
905,1232,January 2023,ASSROBENGD,A.A. of Robotic Engineering,1.766666667,3.246153846,Full-time,12,6,39,Active in Program
906,1126,Summer 2012,BALGALECOY,B.A. of Galactic Economics,2.8,8.4,Part-time,9,9,3,Active in Program
906,1128,Fall 2012,BALGALECOY,B.A. of Galactic Economics,0,4.2,Part-time,0,0,6,Active in Program
906,1132,January 2013,BALGALECOY,B.A. of Galactic Economics,2.5,4.466666667,Part-time,6,6,9,Active in Program
906,1134,Spring 2013,BALGALECOY,B.A. of Galactic Economics,0,3.35,Part-time,0,0,12,Active in Program
906,1136,Summer 2013,BALGALECOY,B.A. of Galactic Economics,3,5.08,Full-time,12,12,15,Active in Program
907,1022,January 2002,BALINTSECY,B.S. of Intergalactic Security,2.25,9,Full-time,12,12,3,Active in Program
907,1024,Spring 2002,BALINTSECY,B.S. of Intergalactic Security,0,4.5,Full-time,0,0,6,Active in Program
907,1026,Summer 2002,BALINTSECY,B.S. of Intergalactic Security,1.65,5.2,Full-time,12,12,9,Active in Program
907,1028,Fall 2002,BALINTSECY,B.S. of Intergalactic Security,0,3.9,Full-time,0,0,12,Active in Program
907,1032,January 2003,BALINTSECY,B.S. of Intergalactic Security,2.7,4.74,Full-time,9,9,15,Active in Program
907,1034,Spring 2003,BALINTSECY,B.S. of Intergalactic Security,0,3.95,Full-time,0,0,18,Active in Program
907,1036,Summer 2003,BALINTSECY,B.S. of Intergalactic Security,2.7,3.771428571,Part-time,3,3,21,Active in Program
